,Fvar,frequency,frequency_strength,slope,R,std,mean,median,name
687,,,,,,,,,240519490334-light-curves
688,,,,,,,,,17181096524-light-curves
689,,,,,,,,,146029915535-light-curves
690,,,,,,,,,661425695773-light-curves
691,,,,,,,,,661426319491-light-curves
692,,,,,,,,,661425757440-light-curves
693,,,,,,,,,661427135374-light-curves
694,,,,,,,,,223339584889-light-curves
695,,,,,,,,,85899930754-light-curves
696,,,,,,,,,326418317988-light-curves
697,,,,,,,,,231929047125-light-curves
698,,,,,,,,,661430582584-light-curves
699,,,,,,,,,661432032577-light-curves
700,,,,,,,,,661426193171-light-curves
701,,,,,,,,,34359796517-light-curves
702,,,,,,,,,661431156391-light-curves
703,,,,,,,,,300648290941-light-curves
704,,,,,,,,,180389249047-light-curves
705,,,,,,,,,274879231757-light-curves
706,,,,,,,,,661432477847-light-curves(1)
707,,,,,,,,,661425599222-light-curves
708,,,,,,,,,661437404807-light-curves
709,,,,,,,,,661434597794-light-curves
710,,,,,,,,,661425628726-light-curves
711,,,,,,,,,861437762076-light-curves
712,,,,,,,,,395138204954-light-curves
713,,,,,,,,,386547915828-light-curves
714,,,,,,,,,661430480212-light-curves
715,,,,,,,,,188979181614-light-curves
716,,,,,,,,,103079711152-light-curves
717,,,,,,,,,661426489702-light-curves
718,,,,,,,,,661431239245-light-curves
719,,,,,,,,,214748622165-light-curves
720,,,,,,,,,661427206683-light-curves
721,,,,,,,,,146029000508-light-curves
722,,,,,,,,,25769882705-light-curves
723,,,,,,,,,323290-light-curves
724,,,,,,,,,661426846673-light-curves
725,,,,,,,,,438087567520-light-curves
726,,,,,,,,,661434633969-light-curves
727,,,,,,,,,231929041990-light-curves
728,,,,,,,,,661431251078-light-curves
729,,,,,,,,,661425771098-light-curves
730,,,,,,,,,34360082638-light-curves
731,,,,,,,,,455267051170-light-curves
732,,,,,,,,,223338344838-light-curves
733,,,,,,,,,661430482123-light-curves
734,,,,,,,,,661430762737-light-curves
735,,,,,,,,,223339699150-light-curves(1)
736,,,,,,,,,661431352697-light-curves
737,,,,,,,,,661430356726-light-curves
738,,,,,,,,,661426052859-light-curves
739,,,,,,,,,661434885302-light-curves
740,,,,,,,,,661427388755-light-curves
741,,,,,,,,,661425843766-light-curves
742,,,,,,,,,661425689540-light-curves
743,,,,,,,,,326417623210-light-curves
744,,,,,,,,,661430485374-light-curves
745,,,,,,,,,146030063911-light-curves
746,,,,,,,,,137439167422-light-curves
747,,,,,,,,,60129620387-light-curves
748,,,,,,,,,206159498216-light-curves
749,,,,,,,,,661432071934-light-curves
750,,,,,,,,,661434610486-light-curves
751,,,,,,,,,575526293030-light-curves
752,,,,,,,,,34361009645-light-curves
753,,,,,,,,,335007900129-light-curves
754,,,,,,,,,661431927046-light-curves
755,,,,,,,,,661425703547-light-curves
756,,,,,,,,,661427360923-light-curves
757,,,,,,,,,481036835401-light-curves
758,,,,,,,,,661432315563-light-curves
759,,,,,,,,,661427465909-light-curves
760,,,,,,,,,8590176273-light-curves
761,,,,,,,,,661431387854-light-curves
762,,,,,,,,,214749706446-light-curves
763,,,,,,,,,309237713053-light-curves
764,,,,,,,,,206159351099-light-curves
765,,,,,,,,,592705709989-light-curves
766,,,,,,,,,128850210111-light-curves
767,,,,,,,,,661430820831-light-curves
768,,,,,,,,,661434926456-light-curves
769,,,,,,,,,661426091049-light-curves
770,,,,,,,,,661430548765-light-curves
771,,,,,,,,,635655280976-light-curves
772,,,,,,,,,592705648419-light-curves
773,,,,,,,,,661431206259-light-curves
774,,,,,,,,,661434920595-light-curves
775,,,,,,,,,661434926521-light-curves
776,,,,,,,,,661430592557-light-curves
777,,,,,,,,,661427279480-light-curves(2)
778,,,,,,,,,51540375931-light-curves
779,,,,,,,,,661428822141-light-curves
780,,,,,,,,,661431021044-light-curves
781,,,,,,,,,661431237580-light-curves
782,,,,,,,,,377957349103-light-curves
783,,,,,,,,,661426756172-light-curves
784,,,,,,,,,171799069194-light-curves
785,,,,,,,,,326417702010-light-curves
786,,,,,,,,,661426213183-light-curves
787,,,,,,,,,171799286652-light-curves
788,,,,,,,,,231928900859-light-curves
789,,,,,,,,,343598368129-light-curves
790,,,,,,,,,103080460072-light-curves
791,,,,,,,,,309238631972-light-curves
792,,,,,,,,,661430410960-light-curves
793,,,,,,,,,335008609592-light-curves
794,,,,,,,,,661432308847-light-curves
795,,,,,,,,,661430982250-light-curves(1)
796,,,,,,,,,661431199238-light-curves
797,,,,,,,,,661426963288-light-curves
798,,,,,,,,,661432048505-light-curves
799,,,,,,,,,498216395641-light-curves
800,,,,,,,,,661432031876-light-curves
801,,,,,,,,,661430421189-light-curves
802,,,,,,,,,661437397349-light-curves
803,,,,,,,,,661430468725-light-curves
804,,,,,,,,,661426585049-light-curves
805,,,,,,,,,266288909453-light-curves
806,,,,,,,,,661431952633-light-curves
807,,,,,,,,,94489891488-light-curves
808,,,,,,,,,661434912672-light-curves
809,,,,,,,,,386548011404-light-curves
810,,,,,,,,,661434926511-light-curves
811,,,,,,,,,661432035039-light-curves
812,,,,,,,,,506806588578-light-curves
813,,,,,,,,,661430481481-light-curves
814,,,,,,,,,214748861602-light-curves
815,,,,,,,,,661432314461-light-curves
816,,,,,,,,,292058076842-light-curves
817,,,,,,,,,446676666484-light-curves
818,,,,,,,,,146029869665-light-curves
819,,,,,,,,,42950112046-light-curves
820,,,,,,,,,661425974317-light-curves
821,,,,,,,,,171798728402-light-curves
822,,,,,,,,,661426106128-light-curves
823,,,,,,,,,188979430066-light-curves
824,,,,,,,,,274878426431-light-curves
825,,,,,,,,,661434963719-light-curves
826,,,,,,,,,644245397485-light-curves
827,,,,,,,,,661434667794-light-curves(1)
828,,,,,,,,,343597591711-light-curves
829,,,,,,,,,661427050381-light-curves
830,,,,,,,,,661425657901-light-curves
831,,,,,,,,,103079634434-light-curves
832,,,,,,,,,661426796040-light-curves
833,,,,,,,,,661434611245-light-curves
834,,,,,,,,,94490581829-light-curves
835,,,,,,,,,8591150560-light-curves
836,,,,,,,,,51540884008-light-curves
837,,,,,,,,,163209971155-light-curves
838,,,,,,,,,300648729799-light-curves
839,,,,,,,,,180388657079-light-curves
840,,,,,,,,,661427021249-light-curves
841,,,,,,,,,506806489611-light-curves
842,,,,,,,,,223339044458-light-curves
843,,,,,,,,,661431280514-light-curves
844,,,,,,,,,661434975531-light-curves
845,,,,,,,,,42949788551-light-curves
846,,,,,,,,,128850085584-light-curves
847,,,,,,,,,111670596132-light-curves
848,,,,,,,,,85900085599-light-curves
849,,,,,,,,,34359828421-light-curves
850,,,,,,,,,197569016601-light-curves
851,,,,,,,,,661430968779-light-curves
852,,,,,,,,,206159885762-light-curves
853,,,,,,,,,661427498120-light-curves
854,,,,,,,,,661430617491-light-curves
855,,,,,,,,,128850398135-light-curves
856,,,,,,,,,661425785407-light-curves
857,,,,,,,,,206159470392-light-curves
858,,,,,,,,,42949918341-light-curves
859,,,,,,,,,661427404576-light-curves(1)
860,,,,,,,,,472447460228-light-curves
861,,,,,,,,,103080647906-light-curves
862,,,,,,,,,661434920624-light-curves
863,,,,,,,,,386547857186-light-curves
864,,,,,,,,,661425563456-light-curves
865,,,,,,,,,214749385224-light-curves
866,,,,,,,,,661430607288-light-curves(2)
867,,,,,,,,,481036928406-light-curves
868,,,,,,,,,8590551740-light-curves
869,,,,,,,,,661431908458-light-curves
870,,,,,,,,,661430774205-light-curves
871,,,,,,,,,661431599542-light-curves
872,,,,,,,,,661430459774-light-curves
873,,,,,,,,,188978856430-light-curves
874,,,,,,,,,146030129160-light-curves
875,,,,,,,,,661432305179-light-curves
876,,,,,,,,,17181249033-light-curves
877,,,,,,,,,661430593960-light-curves
878,,,,,,,,,274879105501-light-curves
879,,,,,,,,,661434640105-light-curves
880,,,,,,,,,661430475141-light-curves
881,,,,,,,,,661425684395-light-curves
882,,,,,,,,,661434926467-light-curves
883,,,,,,,,,34360531722-light-curves
884,,,,,,,,,661431829837-light-curves
885,,,,,,,,,661434964438-light-curves
886,,,,,,,,,661434926436-light-curves
887,,,,,,,,,446677648638-light-curves
888,,,,,,,,,661425670935-light-curves
889,,,,,,,,,60130523911-light-curves
890,,,,,,,,,352187331787-light-curves
891,,,,,,,,,661425655549-light-curves
892,,,,,,,,,661434664391-light-curves
893,,,,,,,,,231928403126-light-curves
894,,,,,,,,,77310901079-light-curves
895,,,,,,,,,661434710328-light-curves
896,,,,,,,,,661432303566-light-curves
897,,,,,,,,,154619082740-light-curves
898,,,,,,,,,94490660744-light-curves
899,,,,,,,,,403727134601-light-curves
900,,,,,,,,,661431825353-light-curves
901,,,,,,,,,661428698672-light-curves
902,,,,,,,,,661431081441-light-curves
903,,,,,,,,,171799223491-light-curves
904,,,,,,,,,661431811029-light-curves
905,,,,,,,,,77310940351-light-curves
906,,,,,,,,,661425697879-light-curves
907,,,,,,,,,661432314758-light-curves
908,,,,,,,,,661425767075-light-curves
909,,,,,,,,,661434912669-light-curves
910,,,,,,,,,42949916958-light-curves
911,,,,,,,,,661431934255-light-curves
912,,,,,,,,,103080306436-light-curves
913,,,,,,,,,661434594675-light-curves
914,,,,,,,,,292058203714-light-curves
915,,,,,,,,,661434926464-light-curves
916,,,,,,,,,661426354649-light-curves
917,,,,,,,,,661425912524-light-curves
918,,,,,,,,,661425683522-light-curves
919,,,,,,,,,197568602474-light-curves
920,,,,,,,,,60130317247-light-curves
921,,,,,,,,,661430735810-light-curves
922,,,,,,,,,25771189768-light-curves
923,,,,,,,,,661434912683-light-curves
924,,,,,,,,,661426398933-light-curves
925,,,,,,,,,661431245465-light-curves
926,,,,,,,,,661425671120-light-curves
927,,,,,,,,,377957937034-light-curves
928,,,,,,,,,661427494393-light-curves
929,,,,,,,,,661426094839-light-curves
930,,,,,,,,,661431238066-light-curves
931,,,,,,,,,146029873322-light-curves
932,,,,,,,,,223338950177-light-curves
933,,,,,,,,,661434943252-light-curves
934,,,,,,,,,506806472738-light-curves
935,,,,,,,,,661434878363-light-curves
936,,,,,,,,,231929502944-light-curves
937,,,,,,,,,661435049544-light-curves
938,,,,,,,,,627065526211-light-curves
939,,,,,,,,,661427373041-light-curves
940,,,,,,,,,661432030505-light-curves
941,,,,,,,,,352187787561-light-curves
942,,,,,,,,,661432308845-light-curves
943,,,,,,,,,446677625121-light-curves
944,,,,,,,,,8590192627-light-curves
945,,,,,,,,,188978980404-light-curves
946,,,,,,,,,661434926434-light-curves
947,,,,,,,,,60130621183-light-curves
948,,,,,,,,,68720390718-light-curves
949,,,,,,,,,197569170512-light-curves
950,,,,,,,,,661432307447-light-curves
951,,,,,,,,,661432305337-light-curves
952,,,,,,,,,661434617659-light-curves
953,,,,,,,,,352188303619-light-curves
954,,,,,,,,,103079541532-light-curves
955,,,,,,,,,661427486433-light-curves
956,,,,,,,,,661425576690-light-curves
957,,,,,,,,,661432316471-light-curves
958,,,,,,,,,498217062179-light-curves
959,,,,,,,,,163209218668-light-curves
960,,,,,,,,,292058539214-light-curves
961,,,,,,,,,94490650061-light-curves
962,,,,,,,,,661431102802-light-curves
963,,,,,,,,,197568764642-light-curves
964,,,,,,,,,661430347389-light-curves
965,,,,,,,,,661434611587-light-curves
966,,,,,,,,,661427473266-light-curves
967,,,,,,,,,661430566854-light-curves
968,,,,,,,,,661426353539-light-curves
969,,,,,,,,,171799035711-light-curves
970,,,,,,,,,51540926092-light-curves
971,,,,,,,,,17181119112-light-curves
972,,,,,,,,,661432308844-light-curves
973,,,,,,,,,309238565982-light-curves
974,,,,,,,,,34360274628-light-curves
975,,,,,,,,,188979238995-light-curves
976,,,,,,,,,103080341635-light-curves
977,,,,,,,,,309237686610-light-curves
978,,,,,,,,,661430841150-light-curves
979,,,,,,,,,8591365959-light-curves
980,,,,,,,,,661425627037-light-curves
981,,,,,,,,,661432029991-light-curves
982,,,,,,,,,661425700045-light-curves
983,,,,,,,,,661434951897-light-curves
984,,,,,,,,,206158603818-light-curves
985,,,,,,,,,661431822098-light-curves
986,,,,,,,,,661426679484-light-curves
987,,,,,,,,,197569640328-light-curves
988,,,,,,,,,369367240294-light-curves
989,,,,,,,,,661426194293-light-curves
990,,,,,,,,,661430349960-light-curves
991,,,,,,,,,635656092724-light-curves
992,,,,,,,,,661425601396-light-curves
993,,,,,,,,,111669742865-light-curves
994,,,,,,,,,17181119684-light-curves
995,,,,,,,,,68720031679-light-curves
996,,,,,,,,,661435048265-light-curves
997,,,,,,,,,661426139396-light-curves
998,,,,,,,,,128849804428-light-curves(1)
999,,,,,,,,,661434606425-light-curves
1000,,,,,,,,,214749032732-light-curves
1001,,,,,,,,,661431539612-light-curves
1002,,,,,,,,,77310941117-light-curves
1003,,,,,,,,,661437402119-light-curves(1)
1004,,,,,,,,,51540262130-light-curves
1005,,,,,,,,,661427184517-light-curves
1006,,,,,,,,,661434601140-light-curves
1007,,,,,,,,,661430412442-light-curves
1008,,,,,,,,,661425757680-light-curves
1009,,,,,,,,,661434926432-light-curves
1010,,,,,,,,,206158678567-light-curves
1011,,,,,,,,,661431251445-light-curves
1012,,,,,,,,,154619352861-light-curves
1013,,,,,,,,,661434926463-light-curves
1014,,,,,,,,,661434876858-light-curves
1015,,,,,,,,,137438969888-light-curves
1016,,,,,,,,,266288144808-light-curves
1017,,,,,,,,,661426820633-light-curves
1018,,,,,,,,,652835212478-light-curves
1019,,,,,,,,,309237728519-light-curves
1020,,,,,,,,,661426140204-light-curves
1021,,,,,,,,,661434926489-light-curves
1022,,,,,,,,,661430464326-light-curves
1023,,,,,,,,,661430442950-light-curves
1024,,,,,,,,,661430499735-light-curves
1025,,,,,,,,,523986627217-light-curves
1026,,,,,,,,,128849812790-light-curves
1027,,,,,,,,,266288556870-light-curves
1028,,,,,,,,,489626728396-light-curves
1029,,,,,,,,,257698235093-light-curves
1030,,,,,,,,,661434885726-light-curves
1031,,,,,,,,,661430848745-light-curves
1032,,,,,,,,,661430485701-light-curves
1033,,,,,,,,,575526122427-light-curves
1034,,,,,,,,,420907617199-light-curves
1035,,,,,,,,,395137848897-light-curves
1036,,,,,,,,,214749739681-light-curves
1037,,,,,,,,,8590119116-light-curves
1038,,,,,,,,,412317855079-light-curves
1039,,,,,,,,,661437402119-light-curves
1040,,,,,,,,,661426902961-light-curves
1041,,,,,,,,,661431230073-light-curves
1042,,,,,,,,,661431412422-light-curves
1043,,,,,,,,,661426754216-light-curves
1044,,,,,,,,,661434922304-light-curves
1045,,,,,,,,,120259619509-light-curves
1046,,,,,,,,,661427089424-light-curves
1047,,,,,,,,,661435048483-light-curves
1048,,,,,,,,,111670115454-light-curves(1)
1049,,,,,,,,,661426880762-light-curves
1050,,,,,,,,,661434589396-light-curves
1051,,,,,,,,,661434922119-light-curves
1052,,,,,,,,,274878437331-light-curves
1053,,,,,,,,,661427337193-light-curves
1054,,,,,,,,,661432313151-light-curves
1055,,,,,,,,,661426093541-light-curves
1056,,,,,,,,,94490788590-light-curves
1057,,,,,,,,,661430600375-light-curves
1058,,,,,,,,,661431405720-light-curves
1059,,,,,,,,,661434876328-light-curves
1060,,,,,,,,,661434928119-light-curves
1061,,,,,,,,,360778244365-light-curves
1062,,,,,,,,,180389072538-light-curves
1063,,,,,,,,,661431576043-light-curves
1064,,,,,,,,,661426334020-light-curves
1065,,,,,,,,,661430753060-light-curves
1066,,,,,,,,,661429921318-light-curves
1067,,,,,,,,,661432031479-light-curves
1068,,,,,,,,,8590778883-light-curves
1069,,,,,,,,,60130445383-light-curves
1070,,,,,,,,,661434849193-light-curves
1071,,,,,,,,,369367849218-light-curves
1072,,,,,,,,,661430616892-light-curves
1073,,,,,,,,,661434926488-light-curves
1074,,,,,,,,,661427205252-light-curves
1075,,,,,,,,,532576344181-light-curves
1076,,,,,,,,,661426149386-light-curves
1077,,,,,,,,,661427470749-light-curves
1078,,,,,,,,,661426013680-light-curves
1079,,,,,,,,,661434638357-light-curves
1080,,,,,,,,,103079286913-light-curves
1081,,,,,,,,,128850141936-light-curves
1082,,,,,,,,,661434912685-light-curves
1083,,,,,,,,,661434656771-light-curves
1084,,,,,,,,,661425676254-light-curves
1085,,,,,,,,,661430931948-light-curves
1086,,,,,,,,,661430795029-light-curves
1087,,,,,,,,,661426360790-light-curves
1088,,,,,,,,,644245657295-light-curves
1089,,,,,,,,,661432314076-light-curves
1090,,,,,,,,,661431412093-light-curves
1091,,,,,,,,,661431893834-light-curves
1092,,,,,,,,,128849250022-light-curves
1093,,,,,,,,,661435248613-light-curves
1094,,,,,,,,,240518563849-light-curves
1095,,,,,,,,,188979821123-light-curves
1096,,,,,,,,,120259142503-light-curves
1097,,,,,,,,,661431533610-light-curves
1098,,,,,,,,,661430423402-light-curves(1)
1099,,,,,,,,,661425669861-light-curves
1100,,,,,,,,,661430799299-light-curves
1101,,,,,,,,,309237839284-light-curves
1102,,,,,,,,,661434647691-light-curves
1103,,,,,,,,,146029908724-light-curves
1104,,,,,,,,,661430512725-light-curves
1105,,,,,,,,,137440134378-light-curves
1106,,,,,,,,,386547753303-light-curves
1107,,,,,,,,,661425651316-light-curves
1108,,,,,,,,,661426443378-light-curves
1109,,,,,,,,,163209472705-light-curves
1110,,,,,,,,,661434926516-light-curves
1111,,,,,,,,,266288185772-light-curves
1112,,,,,,,,,661425597240-light-curves
1113,,,,,,,,,661425874496-light-curves
1114,,,,,,,,,257699209614-light-curves
1115,,,,,,,,,661426937403-light-curves
1116,,,,,,,,,206159821885-light-curves
1117,,,,,,,,,661425755662-light-curves
1118,,,,,,,,,386547827015-light-curves
1119,,,,,,,,,661427263664-light-curves
1120,,,,,,,,,661434926461-light-curves
1121,,,,,,,,,85900138207-light-curves
1122,,,,,,,,,274878278625-light-curves
1123,,,,,,,,,403727336680-light-curves
1124,,,,,,,,,68720358029-light-curves
1125,,,,,,,,,661434926430-light-curves
1126,,,,,,,,,257698138575-light-curves
1127,,,,,,,,,661432313746-light-curves
1128,,,,,,,,,171799292942-light-curves
1129,,,,,,,,,206159770288-light-curves
1130,,,,,,,,,377958402691-light-curves
1131,,,,,,,,,661430842951-light-curves
1132,,,,,,,,,60130373479-light-curves
1133,,,,,,,,,661425743657-light-curves
1134,,,,,,,,,360777877912-light-curves
1135,,,,,,,,,661431729771-light-curves
1136,,,,,,,,,171799089683-light-curves
1137,,,,,,,,,146029268198-light-curves
1138,,,,,,,,,661431507960-light-curves
1139,,,,,,,,,661431174002-light-curves
1140,,,,,,,,,249108344820-light-curves
1141,,,,,,,,,171799868975-light-curves
1142,,,,,,,,,377957904514-light-curves
1143,,,,,,,,,661435059983-light-curves
1144,,,,,,,,,661426292533-light-curves
1145,,,,,,,,,661434926428-light-curves
1146,,,,,,,,,60130688636-light-curves
1147,,,,,,,,,661428776801-light-curves
1148,,,,,,,,,240519351410-light-curves
1149,,,,,,,,,661425958134-light-curves
1150,,,,,,,,,661430436473-light-curves
1151,,,,,,,,,661431955285-light-curves
1152,,,,,,,,,274878879403-light-curves
1153,,,,,,,,,60130413556-light-curves
1154,,,,,,,,,377958337184-light-curves
1155,,,,,,,,,85900014621-light-curves
1156,,,,,,,,,661431154940-light-curves
1157,,,,,,,,,309238507041-light-curves(1)
1158,,,,,,,,,661426155702-light-curves
1159,,,,,,,,,386547173433-light-curves
1160,,,,,,,,,635655383919-light-curves
1161,,,,,,,,,661425862137-light-curves
1162,,,,,,,,,111669462150-light-curves
1163,,,,,,,,,661432313951-light-curves
1164,,,,,,,,,661431968620-light-curves
1165,,,,,,,,,661426868554-light-curves
1166,,,,,,,,,661426164507-light-curves
1167,,,,,,,,,584116269737-light-curves
1168,,,,,,,,,661431025953-light-curves
1169,,,,,,,,,661434665730-light-curves
1170,,,,,,,,,566936048662-light-curves
1171,,,,,,,,,661430748737-light-curves
1172,,,,,,,,,34360402246-light-curves
1173,,,,,,,,,661432319629-light-curves
1174,,,,,,,,,661430607288-light-curves(3)
1175,,,,,,,,,661434926460-light-curves
1176,,,,,,,,,566936701999-light-curves
1177,,,,,,,,,120259390239-light-curves
1178,,,,,,,,,661425799075-light-curves
1179,,,,,,,,,146029798574-light-curves
1180,,,,,,,,,661427062411-light-curves
1181,,,,,,,,,128849835109-light-curves
1182,,,,,,,,,128850153156-light-curves
1183,,,,,,,,,214749271142-light-curves
1184,,,,,,,,,560067-light-curves
1185,,,,,,,,,661426994089-light-curves
1186,,,,,,,,,103079751565-light-curves
1187,,,,,,,,,661425723035-light-curves
1188,,,,,,,,,309238494016-light-curves
1189,,,,,,,,,661425708520-light-curves
1190,,,,,,,,,661425703382-light-curves
1191,,,,,,,,,51540379697-light-curves
1192,,,,,,,,,661426756933-light-curves
1193,,,,,,,,,661427191611-light-curves
1194,,,,,,,,,661430331765-light-curves
1195,,,,,,,,,223339568631-light-curves
1196,,,,,,,,,214748642926-light-curves
1197,,,,,,,,,506806759125-light-curves
1198,,,,,,,,,661427199212-light-curves
1199,,,,,,,,,257698108994-light-curves
1200,,,,,,,,,223339097284-light-curves
1201,,,,,,,,,17181246483-light-curves
1202,,,,,,,,,661426939597-light-curves
1203,,,,,,,,,661434753413-light-curves
1204,,,,,,,,,661425647598-light-curves
1205,,,,,,,,,661432322031-light-curves
1206,,,,,,,,,661434638504-light-curves
1207,,,,,,,,,352187551413-light-curves
1208,,,,,,,,,661434962316-light-curves
1209,,,,,,,,,661432314422-light-curves
1210,,,,,,,,,661430942633-light-curves
1211,,,,,,,,,661425804020-light-curves
1212,,,,,,,,,17180353153-light-curves
1213,,,,,,,,,249108848323-light-curves
1214,,,,,,,,,661432305326-light-curves
1215,,,,,,,,,661427173959-light-curves
1216,,,,,,,,,661434926487-light-curves
1217,,,,,,,,,601296372201-light-curves
1218,,,,,,,,,661434922312-light-curves
1219,,,,,,,,,661431236080-light-curves
1220,,,,,,,,,103080082019-light-curves
1221,,,,,,,,,661432004091-light-curves
1222,,,,,,,,,300648421684-light-curves
1223,,,,,,,,,420907600831-light-curves
1224,,,,,,,,,661430989272-light-curves
1225,,,,,,,,,661426140991-light-curves
1226,,,,,,,,,188978684743-light-curves
1227,,,,,,,,,661426609232-light-curves
1228,,,,,,,,,77309540933-light-curves
1229,,,,,,,,,661434635092-light-curves
1230,,,,,,,,,111670607320-light-curves
1231,,,,,,,,,352188336050-light-curves
1232,,,,,,,,,292059017189-light-curves
1233,,,,,,,,,17180969182-light-curves
1234,,,,,,,,,661434878458-light-curves
1235,,,,,,,,,515396305126-light-curves
1236,,,,,,,,,111670551136-light-curves
1237,,,,,,,,,644245125805-light-curves
1238,,,,,,,,,506807016385-light-curves
1239,,,,,,,,,240518487305-light-curves
1240,,,,,,,,,661431137132-light-curves
1241,,,,,,,,,17180246567-light-curves
1242,,,,,,,,,661434876857-light-curves
1243,,,,,,,,,661430476666-light-curves
1244,,,,,,,,,68720276790-light-curves
1245,,,,,,,,,300648158032-light-curves
1246,,,,,,,,,661431428889-light-curves
1247,,,,,,,,,661434659619-light-curves(1)
1248,,,,,,,,,661430669497-light-curves
1249,,,,,,,,,661432311514-light-curves
1250,,,,,,,,,257698688083-light-curves
1251,,,,,,,,,661430490724-light-curves
1252,,,,,,,,,292058112277-light-curves
1253,,,,,,,,,661431446057-light-curves
1254,,,,,,,,,85900091898-light-curves
1255,,,,,,,,,661426018228-light-curves
1256,,,,,,,,,197568943014-light-curves
1257,,,,,,,,,206159034732-light-curves
1258,,,,,,,,,661425723910-light-curves
1259,,,,,,,,,335008248658-light-curves
1260,,,,,,,,,163209210108-light-curves
1261,,,,,,,,,300648484201-light-curves
1262,,,,,,,,,661435046318-light-curves
1263,,,,,,,,,661430729427-light-curves
1264,,,,,,,,,661434667794-light-curves
1265,,,,,,,,,206159396538-light-curves
1266,,,,,,,,,25770547105-light-curves
1267,,,,,,,,,420907654997-light-curves
1268,,,,,,,,,661430420403-light-curves
1269,,,,,,,,,661427055793-light-curves
1270,,,,,,,,,661434926486-light-curves
1271,,,,,,,,,661426090680-light-curves
1272,,,,,,,,,360777415399-light-curves
1273,,,,,,,,,25770647399-light-curves
1274,,,,,,,,,661436250048-light-curves
1275,,,,,,,,,661430490571-light-curves
1276,,,,,,,,,429497788928-light-curves
1277,,,,,,,,,34361009645-light-curves(1)
1278,,,,,,,,,661434926502-light-curves
1279,,,,,,,,,661425588499-light-curves
1280,,,,,,,,,661430778005-light-curves
1281,,,,,,,,,309238755424-light-curves
1282,,,,,,,,,661434926475-light-curves
1283,,,,,,,,,661434659619-light-curves
1284,,,,,,,,,661426025490-light-curves
1285,,,,,,,,,661428907026-light-curves
1286,,,,,,,,,661425702367-light-curves
1287,,,,,,,,,661426515285-light-curves
1288,,,,,,,,,661437547079-light-curves
1289,,,,,,,,,661430839455-light-curves(1)
1290,,,,,,,,,661427446877-light-curves
1291,,,,,,,,,188979604926-light-curves
1292,,,,,,,,,292059086029-light-curves
1293,,,,,,,,,661427502554-light-curves
1294,,,,,,,,,661425786566-light-curves
1295,,,,,,,,,180388966567-light-curves
1296,,,,,,,,,8590552669-light-curves
1297,,,,,,,,,360777697279-light-curves
1298,,,,,,,,,463856617507-light-curves
1299,,,,,,,,,661426471256-light-curves
1300,,,,,,,,,283469199532-light-curves
1301,,,,,,,,,240519504366-light-curves
1302,,,,,,,,,317828703608-light-curves
1303,,,,,,,,,661434926476-light-curves
1304,,,,,,,,,661432039745-light-curves
1305,,,,,,,,,137440023749-light-curves
1306,,,,,,,,,188979819190-light-curves
1307,,,,,,,,,206159316173-light-curves
1308,,,,,,,,,661427387973-light-curves
1309,,,,,,,,,661432308251-light-curves
1310,,,,,,,,,661432305386-light-curves
1311,,,,,,,,,128849804428-light-curves
1312,,,,,,,,,661427420733-light-curves
1313,,,,,,,,,661431425625-light-curves
1314,,,,,,,,,60130527107-light-curves
1315,,,,,,,,,661430988687-light-curves
1316,,,,,,,,,386548012321-light-curves
1317,,,,,,,,,661434926485-light-curves
1318,,,,,,,,,661434618056-light-curves
1319,,,,,,,,,661434926518-light-curves
1320,,,,,,,,,661430910009-light-curves
1321,,,,,,,,,137440154067-light-curves
1322,,,,,,,,,300647838166-light-curves
1323,,,,,,,,,661434710320-light-curves
1324,,,,,,,,,266288184771-light-curves
1325,,,,,,,,,395138200640-light-curves
1326,,,,,,,,,120259666145-light-curves
1327,,,,,,,,,661432068992-light-curves
1328,,,,,,,,,661431878775-light-curves
1329,,,,,,,,,661425878464-light-curves
1330,,,,,,,,,506807066017-light-curves
1331,,,,,,,,,661430354689-light-curves
1332,,,,,,,,,627065593042-light-curves
1333,,,,,,,,,300648914069-light-curves
1334,,,,,,,,,661434647439-light-curves
1335,,,,,,,,,661430482948-light-curves
1336,,,,,,,,,661432032267-light-curves
1337,,,,,,,,,300648724800-light-curves
1338,,,,,,,,,661430481023-light-curves
1339,,,,,,,,,661425593007-light-curves
1340,,,,,,,,,661431637940-light-curves
1341,,,,,,,,,146029983588-light-curves
1342,,,,,,,,,661431035657-light-curves
1343,,,,,,,,,661429619166-light-curves
1344,,,,,,,,,94489299582-light-curves
1345,,,,,,,,,661431251526-light-curves
1346,,,,,,,,,661430458403-light-curves
1347,,,,,,,,,661431056662-light-curves
1348,,,,,,,,,317827603817-light-curves
1349,,,,,,,,,575525742980-light-curves
1350,,,,,,,,,661434926484-light-curves
1351,,,,,,,,,661429062905-light-curves
1352,,,,,,,,,661434926477-light-curves
1353,,,,,,,,,661427266510-light-curves
1354,,,,,,,,,661434975725-light-curves
1355,,,,,,,,,661434876324-light-curves
1356,,,,,,,,,661430623666-light-curves
1357,,,,,,,,,223339659736-light-curves
1358,,,,,,,,,343597792441-light-curves
1359,,,,,,,,,661430841150-light-curves(1)
1360,,,,,,,,,137440053666-light-curves
1361,,,,,,,,,661430527795-light-curves
1362,,,,,,,,,17181246677-light-curves
1363,,,,,,,,,661426233479-light-curves
